lat,long,accuracy,formatted_address,address_type,status,index
30.27042,-97.74444,bus_station,"Austin, TX 78701, USA","bus_station,establishment,point_of_interest,transit_station",OK,10162
NA,NA,NA,NA,NA,ZERO_RESULTS,10163
30.2778473,-97.6312274,premise,"9000 Quick Stream Dr, Austin, TX 78724, USA",premise,OK,10164
30.1681457,-97.7887837,street_address,"9000 S Congress Ave, Austin, TX 78745, USA",street_address,OK,10165
30.27042,-97.74444,bus_station,"Austin, TX 78701, USA","bus_station,establishment,point_of_interest,transit_station",OK,10166
NA,NA,NA,NA,NA,ZERO_RESULTS,10167
NA,NA,NA,NA,NA,ZERO_RESULTS,10168
30.1832574,-97.8209148,street_address,"9000 Sedgemoor Trail, Austin, TX 78748, USA",street_address,OK,10169
30.1770381,-97.8090727,premise,"9000 United Kingdom Dr, Austin, TX 78748, USA",premise,OK,10170
30.1493911,-97.7439832,premise,"9000 Wiley Way, Austin, TX 78747, USA",premise,OK,10171
30.1468626,-97.74092399999999,street_address,"9100 Edmundsbury Dr, Austin, TX 78747, USA",street_address,OK,10172
30.3615239,-97.7019024,street_address,"9100 Little Walnut Pkwy, Austin, TX 78758, USA",street_address,OK,10173
30.1814969,-97.8191074,street_address,"9100 Manchaca Rd, Austin, TX 78748, USA",street_address,OK,10174
30.2063634,-97.8745623,premise,"9100 Meacham Way, Austin, TX 78749, USA",premise,OK,10175
30.2756137,-97.6313462,street_address,"9100 Postvine Dr, Austin, TX 78724, USA",street_address,OK,10176
30.3860483,-97.7484819,premise,"9100 Rockcrest Cir, Austin, TX 78759, USA",premise,OK,10177
30.1825513,-97.8216661,premise,"9100 Sedgemoor Trail, Austin, TX 78748, USA",premise,OK,10178
30.3603014,-97.6980363,premise,"9100 Shepard Dr, Austin, TX 78753, USA",premise,OK,10179
30.3591034,-97.6959729,premise,"9100 Slayton Dr, Austin, TX 78753, USA",premise,OK,10180
30.4332571,-97.7928261,street_address,"9100 Topridge Dr, Austin, TX 78750, USA",street_address,OK,10181
